ad_spend,sales
18111.0,47850.0
36572.0,102765.0
44958.0,126843.0
44467.0,121579.0
39214.0,113362.0
32460.0,88564.0
5123.0,29854.0
8920.0,43794.0
45029.0,120758.0
30715.0,84560.0
1451.0,20894.0
5972.0,32828.0
33512.0,91166.0
1248.0,11019.0
8880.0,30791.0
27888.0,72998.0
34903.0,92664.0
32946.0,87344.0
11989.0,36134.0
35897.0,99569.0
12625.0,42734.0
16945.0,60115.0
37578.0,98953.0
32832.0,97002.0
42612.0,115460.0
33223.0,92810.0
28847.0,85492.0
5590.0,18361.0
19018.0,59457.0
13995.0,45820.0
12955.0,44850.0
48678.0,133141.0
20262.0,72932.0
44710.0,118586.0
31926.0,87160.0
39946.0,106749.0
25629.0,71295.0
29268.0,79983.0
25133.0,78778.0
10567.0,43520.0
36400.0,98146.0
14758.0,42733.0
2191.0,17835.0
32628.0,88809.0
9678.0,37360.0
47082.0,128720.0
47743.0,121779.0
45828.0,132308.0
19138.0,66824.0
1757.0,11329.0
46488.0,124281.0
21981.0,66382.0
48366.0,132587.0
48217.0,133835.0
42797.0,127044.0
15428.0,47685.0
19870.0,55684.0
42706.0,109868.0
16529.0,47668.0
9305.0,33097.0
28283.0,89680.0
46872.0,124592.0
35105.0,98881.0
28933.0,82250.0
5762.0,30347.0
31135.0,100472.0
49513.0,131128.0
7864.0,27213.0
26398.0,81216.0
43991.0,123387.0
37298.0,112479.0
35154.0,100805.0
35422.0,96759.0
18615.0,59491.0
15386.0,54009.0
40659.0,115750.0
40696.0,114276.0
43487.0,124051.0
45749.0,130219.0
26056.0,82051.0
25574.0,77179.0
40116.0,109454.0
32848.0,92854.0
35396.0,104523.0
39994.0,105900.0
44610.0,123368.0
17562.0,51938.0
19404.0,58654.0
5605.0,30405.0
29336.0,84295.0
2761.0,17135.0
23814.0,62736.0
27590.0,82706.0
15041.0,50830.0
29951.0,95694.0
2495.0,14699.0
2830.0,18171.0
41307.0,114514.0
18649.0,64510.0
7226.0,27589.0
26590.0,77870.0
38730.0,109864.0
11575.0,39871.0
31522.0,86573.0
5182.0,23925.0
3532.0,24198.0
27036.0,72457.0
27491.0,79392.0
32234.0,87084.0
36578.0,107420.0
48817.0,124427.0
26299.0,72953.0
16825.0,53949.0
39964.0,117738.0
14271.0,45349.0
22510.0,63499.0
4844.0,31516.0
2242.0,8365.0
48170.0,119431.0
41963.0,117108.0
35103.0,95247.0
21039.0,57491.0
9491.0,37269.0
8665.0,32882.0
13262.0,40335.0
27912.0,73378.0
36015.0,104400.0
33350.0,96626.0
14717.0,46297.0
47788.0,138703.0
37157.0,97542.0
28163.0,72780.0
30974.0,83975.0
21560.0,63672.0
13139.0,44064.0
18443.0,54901.0
38134.0,107095.0
1705.0,8005.0
6688.0,33939.0
3254.0,17724.0
2996.0,23076.0
42918.0,119009.0
35479.0,100981.0
24235.0,73436.0
5794.0,26724.0
25089.0,75936.0
24200.0,77146.0
9487.0,34700.0
22259.0,69193.0
20527.0,60869.0
31177.0,95143.0
32120.0,86918.0
3220.0,27055.0
19356.0,58189.0
31667.0,82014.0
25654.0,74776.0
42968.0,114015.0
33276.0,97393.0
8984.0,29197.0
4458.0,18914.0
32479.0,81750.0
2299.0,13486.0
29703.0,72138.0
47071.0,119758.0
29198.0,86797.0
20020.0,63979.0
32521.0,93430.0
23454.0,63800.0
27735.0,79099.0
47132.0,127812.0
19919.0,54006.0
48098.0,137762.0
45362.0,127792.0
10594.0,35380.0
4399.0,21132.0
5938.0,25887.0
1893.0,4524.0
5628.0,22834.0
34467.0,92758.0
4488.0,16212.0
16630.0,50169.0
42399.0,124986.0
2140.0,18554.0
40909.0,109417.0
14811.0,49890.0
6790.0,33972.0
35140.0,102473.0
31818.0,89843.0
43996.0,116755.0
37018.0,106036.0
40371.0,112895.0
14820.0,51526.0
9695.0,37413.0
37780.0,109698.0
40535.0,108661.0
49535.0,140424.0
21218.0,64033.0
19229.0,68449.0
39044.0,104164.0
17699.0,62927.0
46607.0,127507.0
43062.0,114398.0
22021.0,62633.0
37793.0,102881.0
37973.0,107053.0
6053.0,27747.0
45225.0,120194.0
25757.0,74271.0
41496.0,124451.0
16682.0,60343.0
44881.0,124384.0
20071.0,60368.0
1531.0,14428.0
45364.0,126478.0
5473.0,18569.0
16646.0,50328.0
47553.0,120540.0
47580.0,130946.0
29098.0,85981.0
31960.0,87484.0
22974.0,75305.0
15367.0,42289.0
17105.0,45441.0
33953.0,96005.0
37866.0,109900.0
39787.0,117887.0
39691.0,106933.0
5469.0,29066.0
25227.0,72875.0
3820.0,18687.0
27927.0,84236.0
22635.0,69849.0
44498.0,113363.0
18195.0,62870.0
6736.0,33740.0
8007.0,26890.0
38314.0,107764.0
31293.0,90703.0
5955.0,26191.0
5121.0,20051.0
35347.0,95009.0
4565.0,21285.0
41271.0,119041.0
35606.0,101733.0
4986.0,20612.0
5157.0,26751.0
49345.0,119120.0
19339.0,64091.0
19161.0,49204.0
40827.0,110255.0
47415.0,122939.0
49314.0,126812.0
37916.0,110594.0
19437.0,56254.0
5092.0,24463.0
39080.0,107465.0
28362.0,83290.0
21787.0,64852.0
45411.0,117113.0
6449.0,31104.0
25139.0,70379.0
1556.0,6107.0
23964.0,67769.0
3759.0,26901.0
6822.0,31306.0
6759.0,25154.0
32811.0,90281.0
37556.0,102282.0
29585.0,94346.0
48146.0,132275.0
19369.0,60573.0
15000.0,52651.0
43561.0,120096.0
11956.0,38595.0
48198.0,129513.0
1596.0,13632.0
48524.0,131124.0
3115.0,21426.0
44666.0,121925.0
26857.0,80806.0
49655.0,133734.0
4616.0,21933.0
28139.0,70356.0
48496.0,135822.0
26632.0,78312.0
31841.0,94593.0
35092.0,83249.0
23273.0,78624.0
31750.0,88677.0
29631.0,89618.0
45157.0,117693.0
3227.0,21131.0
14767.0,41650.0
47570.0,125806.0
44623.0,131128.0
23327.0,67364.0
31386.0,89552.0
14592.0,50830.0
10218.0,38023.0
23721.0,70055.0
18314.0,57610.0
29599.0,96015.0
4809.0,21734.0
48745.0,132868.0
49324.0,138563.0
35210.0,103553.0
27269.0,84108.0
16167.0,53611.0
40876.0,106475.0
34552.0,104547.0
8968.0,26688.0
45635.0,125601.0
41304.0,109489.0
47540.0,128529.0
36560.0,103044.0
31057.0,89249.0
21494.0,65845.0
46704.0,134829.0
43437.0,120860.0
3216.0,16819.0
2292.0,20550.0
19447.0,64565.0
40717.0,105654.0
49377.0,136430.0
8370.0,34431.0
30112.0,83792.0
19664.0,66039.0
48526.0,130565.0
42264.0,116288.0
42078.0,114330.0
23966.0,69993.0
21326.0,57834.0
14397.0,38792.0
3762.0,27378.0
43371.0,114193.0
40832.0,107123.0
49986.0,124198.0
49835.0,131393.0
28216.0,73925.0
38680.0,114910.0
47294.0,133284.0
42633.0,113142.0
13120.0,54062.0
23077.0,72601.0
7329.0,26698.0
47749.0,116875.0
30703.0,98212.0
12203.0,33560.0
33913.0,86556.0
31288.0,93333.0
18550.0,68574.0
6564.0,33331.0
33907.0,97587.0
26495.0,79211.0
38844.0,111377.0
26488.0,80015.0
42757.0,118298.0
28043.0,80629.0
28486.0,80902.0
43956.0,116120.0
20771.0,60524.0
7567.0,20453.0
2410.0,15533.0
38002.0,100062.0
31395.0,82970.0
35500.0,99649.0
11435.0,45548.0
7682.0,33797.0
1713.0,6430.0
18179.0,50499.0
29906.0,89469.0
20220.0,55638.0
22436.0,64967.0
45304.0,126010.0
18065.0,50321.0
26185.0,75989.0
39399.0,101827.0
20431.0,58071.0
31482.0,90304.0
43256.0,110175.0
47527.0,131020.0
8207.0,30419.0
46403.0,128770.0
25114.0,73905.0
13654.0,50956.0
23498.0,69371.0
49022.0,130408.0
25138.0,73456.0
17109.0,55489.0
32037.0,90337.0
12767.0,42120.0
4717.0,18283.0
7315.0,24973.0
7274.0,21172.0
8443.0,39855.0
7803.0,23288.0
32403.0,87543.0
9912.0,31188.0
17938.0,59320.0
44943.0,120883.0
24224.0,76799.0
33710.0,90908.0
9444.0,35005.0
10422.0,31878.0
3003.0,28233.0
9278.0,27257.0
14651.0,48177.0
9674.0,37354.0
5346.0,25434.0
6911.0,26351.0
23578.0,68296.0
11110.0,37994.0
18849.0,56387.0
25667.0,78987.0
34829.0,108125.0
2926.0,14528.0
40171.0,103578.0
31767.0,88976.0
5006.0,35414.0
43805.0,115494.0
46123.0,133503.0
3993.0,28371.0
14567.0,43650.0
40504.0,114105.0
37665.0,112304.0
10042.0,33209.0
11258.0,37127.0
19153.0,54974.0
24742.0,66781.0
31294.0,84989.0
19077.0,51573.0
23664.0,69330.0
37626.0,100215.0
2797.0,18161.0
13369.0,35643.0
35954.0,101539.0
44865.0,126330.0
26072.0,65211.0
27074.0,79555.0
6251.0,31766.0
22923.0,61259.0
27098.0,86108.0
12881.0,44298.0
14193.0,41957.0
19487.0,58439.0
1983.0,17749.0
16782.0,52335.0
11361.0,41096.0
17047.0,48014.0
6868.0,28017.0
44636.0,114521.0
30086.0,84659.0
34276.0,91170.0
39669.0,105495.0
25424.0,79740.0
5259.0,28604.0
27318.0,81341.0
29755.0,78926.0
37527.0,102235.0
22151.0,71443.0
7251.0,28836.0
14905.0,58859.0
18791.0,58944.0
32650.0,92585.0
28968.0,80874.0
18449.0,56790.0
49339.0,132585.0
30683.0,90248.0
12624.0,46344.0
5987.0,21038.0
8490.0,24569.0
13052.0,33449.0
8873.0,34722.0
10142.0,29838.0
14970.0,36661.0
9495.0,35680.0
44942.0,134820.0
4931.0,22297.0
26701.0,80945.0
21109.0,63182.0
49137.0,132348.0
6490.0,30820.0
20495.0,59786.0
48504.0,132597.0
43410.0,120133.0
41037.0,109252.0
13637.0,49053.0
9373.0,32558.0
33764.0,90631.0
46539.0,129030.0
28281.0,76210.0
29009.0,82663.0
14719.0,46752.0
38705.0,112192.0
10165.0,37786.0
16860.0,52025.0
21846.0,68704.0
25873.0,81634.0
12878.0,44984.0
6627.0,26619.0
30920.0,80741.0
15143.0,42532.0
29481.0,82176.0
8564.0,28362.0
24576.0,70505.0
27097.0,78026.0
3539.0,21496.0
17494.0,53383.0
7586.0,31398.0
4105.0,20585.0
49508.0,123893.0
16795.0,47291.0
40684.0,110990.0
13477.0,37644.0
34394.0,98985.0
38251.0,113281.0
30186.0,91559.0
24107.0,69200.0
21180.0,70404.0
18095.0,55981.0
46547.0,124682.0
41700.0,111183.0
48286.0,129203.0
7091.0,25787.0
36813.0,102885.0
46979.0,128250.0
9880.0,34715.0
4258.0,22830.0
37315.0,109241.0
29149.0,87620.0
42250.0,108201.0
7849.0,16853.0
39968.0,114592.0
10880.0,30366.0
9019.0,31424.0
9049.0,26772.0
40914.0,103275.0
33595.0,96695.0
26630.0,80371.0
18583.0,53575.0
43983.0,107002.0
20230.0,57844.0
41013.0,114492.0
22518.0,58900.0
19470.0,59592.0
23671.0,69101.0
15768.0,52316.0
37633.0,104680.0
25633.0,69217.0
12378.0,46928.0
45079.0,121905.0
19811.0,59391.0
27634.0,74419.0
45417.0,121326.0
31588.0,84546.0
6728.0,25955.0
47052.0,136189.0
31758.0,82535.0
17410.0,45457.0
7824.0,36916.0
39907.0,108721.0
31384.0,85115.0
27140.0,83050.0
44801.0,118974.0
39641.0,118233.0
8432.0,34470.0
16274.0,48245.0
13176.0,53727.0
37453.0,100604.0
2643.0,20318.0
28925.0,83809.0
38360.0,112409.0
43962.0,127713.0
17762.0,54565.0
41242.0,109338.0
6421.0,28352.0
42476.0,112801.0
7247.0,38184.0
20467.0,61850.0
40067.0,108341.0
8346.0,31788.0
12233.0,33847.0
36390.0,96117.0
36282.0,106707.0
32416.0,87756.0
35003.0,92273.0
27593.0,81666.0
13338.0,49274.0
17939.0,58442.0
9898.0,39725.0
45514.0,120001.0
29586.0,76856.0
20642.0,69112.0
23638.0,67482.0
47417.0,127288.0
8514.0,37926.0
29725.0,87094.0
25789.0,76752.0
30961.0,98228.0
1887.0,11500.0
43734.0,123974.0
46674.0,126970.0
28692.0,83073.0
35136.0,105482.0
46202.0,128044.0
